"FITC-A","Texas Red-A"
72.98,2080.34
121.36,214.84
262143,262143
1958.98,4121.32
27503.6,50854.8
1585.06,5814.62
249497,262143
113.16,213.2
537.92,3550.6
80.36,280.44
132.02,218.94
92.66,197.62
33662.6,35153.4
1374.32,1568.66
23616,42536.7
41,77.9
262143,262143
136.94,7549.74
414.92,14831.3
1603.92,17758.7
139780,142693
49.2,45.1
1880.26,2818.34
1332.5,1437.46
25.42,205.82
255.02,6672.34
37348.5,30468.7
23247,41144.3
111.52,241.08
4122.14,11202.8
7365.24,6463.24
354.24,694.54
244013,234988
262143,262143
73.8,128.74
114.8,196.8
113.98,168.1
1051.24,15559.5
1015.16,36576.9
29.52,100.04
164,1589.16
219138,238058
373.1,314.06
54586.6,55532
135242,111851
1098.8,684.7
339.48,1872.88
12558.3,23930.9
96.76,283.72
612.54,18277.8
1126.68,6786.32
531.36,4522.3
172.2,6199.2
112.34,247.64
129841,118304
252.56,6784.68
193.52,225.5
236099,262143
28675.4,48963
1291.5,28809.9
35.26,154.98
53.3,148.42
299.3,10846.1
85.28,199.26
462.48,1139.8
4467.36,5579.28
140.22,210.74
4836.36,32167
30015.3,31939
443.62,11189.7
113.16,194.34
178.76,4876.54
120.54,200.9
6034.38,7182.38
27662.7,27573.3
150.88,268.96
121.36,799.5
434.6,2988.08
207.46,388.68
287.82,9434.1
228.78,220.58
2957.74,6585.42
665.02,17047.8
24276.9,30075.1
82.82,699.46
141.86,191.06
330.46,2532.98
86.92,177.94
73.8,157.44
283.72,1688.38
122804,115864
137061,124257
32.8,1175.06
72.98,3826.12
760.14,20166.3
118.08,441.98
16709.1,37464.2
140.22,337.02
896.26,1097.98
31.16,110.7
50.84,317.34
1435.82,1479.28
66.42,170.56
469.86,18405.7
87078.3,69735.3
150.06,136.94
38262.8,32638.5
11120,11320.9
155044,159097
41.82,202.54
400.16,12368.9
7684.22,14373
54190.5,58552.9
1217.7,18239.3
99.22,195.16
322.26,537.92
47274.6,41732.3
113.98,280.44
12477.9,13626.8
1333.32,5415.28
150.06,2501.82
682.24,978.26
62.32,195.16
32760.6,36659.7
98.4,236.16
4087.7,13871.1
29932.5,41045.9
2578.9,6517.36
54.12,184.5
460.02,3520.26
82,161.54
85.28,169.74
4719.1,34087.4
23127.3,22569.7
81.18,215.66
44316.9,46839.2
57.4,225.5
19997.3,28841
160.72,2775.7
451,859.36
932.34,9024.92
127.92,180.4
31.98,157.44
36.9,154.16
104.96,159.9
560.06,4203.32
44517,47618.2
1075.02,3785.12
9022.46,17385.6
5693.26,22913.3
68.88,139.4
136.12,4526.4
4194.3,35280.5
415.74,304.22
556.78,1873.7
136.12,220.58
13734.2,23370
484.62,22563.1
61.5,195.98
120.54,196.8
74.62,194.34
745.38,520.7
140646,151079
1223.44,27977.6
1585.06,18315.5
539.56,2443.6
102.5,234.52
432.96,9502.98
406.72,712.58
1101.26,3208.66
100081,81594.9
21421.7,47078.7
35980,26346.6
118.08,236.16
74.62,149.24
884.78,3025.8
580.56,9828.52
23452,18538.6
132.84,232.06
73.8,212.38
968.42,19315.1
93469.3,90766.6
28827.1,14222.9
262143,262143
130.38,295.2
51.66,836.4
3343.96,1412.86
172.2,506.76
269.78,457.56
2073.78,37894.7
63.96,106.6
164977,181483
1430.9,455.92
344.4,16136
88.56,185.32
2742.08,1298.88
141.86,380.48
4620.7,1642.46
6270.54,44216.9
194.34,584.66
144.32,229.6
54.94,222.22
250.1,680.6
82679,75566.3
89.38,163.18
1433.36,1567.84
24863.2,41003.3
9781.78,38039
155.8,412.46
120.54,178.76
36431.8,26761.5
24859.9,21963.7
61650.1,54653
61.5,667.48
1325.94,2526.42
13301.2,76631.5
31.98,162.36
180.4,504.3
105.78,199.26
12037.6,21009.2
165663,138204
223.04,493.64
77.9,248.46
24518,58241.3
41.82,195.98
129.56,567.44
126.28,7957.28
42904,34639.3
519.88,4952.8
453.46,15659.5
93.48,202.54
23903,23766.1
113.16,195.16
145.96,239.44
27393.7,16700.9
2462.46,1707.24
13611.2,23382.3
54.12,242.72
250.92,598.6
120249,123322
57.4,118.08
72.98,176.3
50.84,176.3
414.92,478.88
873.3,3051.22
72.16,168.92
109.88,309.96
231683,239554
1832.7,3220.14
2399.32,4832.26
1679.36,4899.5
1129.14,26567.2
66.42,190.24
82001.6,86172.2
48.38,150.06
48982.7,77773.7
49.2,149.24
90.2,322.26
991.38,558.42
71.34,2111.5
264.86,396.88
32425.3,42208.7
72.98,285.36
54.94,336.2
140.22,492.82
49706.8,41093.5
45378,35514.2
51402.5,50553.8
129.56,3383.32
129.56,332.1
166.46,307.5
110.7,291.1
943.82,1873.7
1264.44,7569.42
4441.12,45336.2
7776.06,10591.1
1178.34,16658.3
950.38,1016.8
13383.2,8351.7
940.54,20508.2
232.88,400.98
11750.6,33178
148.42,190.24
55.76,215.66
126760,123290
22.14,101.68
46.74,88.56
72.16,222.22
5631.76,30217.8
59.86,231.24
1835.16,35892.2
1390.72,23004.3
1235.74,13776.8
63.96,505.94
15288.1,13206.1
19809.6,12948.6
7320.14,8486.18
79.54,187.78
1457.96,2502.64
276.34,369.82
29.52,204.18
208496,246618
677.32,1089.78
109731,93782.6
3608,2269.76
9434.1,81923.7
219.76,1092.24
2413.26,10587
80894.6,74308.4
204955,199777
836.4,14260.6
27.06,225.5
88.56,215.66
115737,109815
26662.3,38038.2
89958.1,87239
17.22,76.26
7070.86,22274.5
22.14,117.26
96406.6,75953.3
370.64,5390.68
213.2,5554.68
5919.58,11635.8
157848,134260
47640.4,44093.9
10268.9,66005.9
57538.6,59532
1623.6,21061.7
2980.7,4729.76
38466.2,77540.8
170909,158021
6.56,121.36
63.14,225.5
80731.5,70154.3
62.32,215.66
357.52,6483.74
119.72,241.08
57.4,164
51127.8,40750.7
556.78,751.12
77.9,176.3
172.2,7720.3
62927.6,57430.3
75989.4,76360
48678.5,35829.1
20294.2,27638.9
210.74,3083.2
218.12,227.14
115.62,282.9
958.58,1022.54
26581.1,15395.5
3908.94,25014.9
102867,94155.7
1738.4,33980
262143,228449
134.48,323.9
113.16,318.16
43.46,151.7
7535.8,11278.3
277.16,742.92
50.84,228.78
15.58,161.54
874.12,295.2
17468.5,42194.7
55.76,150.06
2209.9,19766.1
288.64,8498.48
87.74,201.72
118.9,253.38
9567.76,42904.9
1454.68,962.68
117.26,569.9
149.24,221.4
586.3,1049.6
68.88,198.44
112.34,318.98
2321.42,18403.3
192.7,384.58
258451,262143
80370.7,63182.6
10408.3,75690.1
2397.68,29774.2
50.02,116.44
434.6,15388.9
703.56,375.56
36029.2,19601.3
36619.6,26789.4
61.5,437.88
1376.78,1365.3
58440.6,54360.3
255.84,3429.24
81.18,239.44
34.44,100.86
121.36,347.68
99.22,200.9
678.96,22864.1
12533.7,31340.4
550.22,15229
493.64,10081.9
23407.7,9266.82
112432,115992
3808.9,8611.64
1147.18,4705.98
82.82,225.5
67.24,157.44
87.74,136.12
1975.38,4086.06
1027.46,2989.72
45245.1,46858.9
29260.1,21810.4
738.82,20208.9
160230,152193
1309.54,13357.8
109.88,5460.38
485.44,15203.6
50.02,180.4
33346.1,32992.7
574,2106.58
138.58,4693.68
155.8,373.1
161.54,370.64
21060.1,26633.6
39424,77307.1
156.62,2205.8
101.68,342.76
49.2,109.88
117.26,246.82
59.86,153.34
88.56,315.7
197455,194961
262143,238203
73.8,189.42
108.24,2283.7
68.06,209.92
687.16,4074.58
118.08,299.3
15101.9,54472.6
827.38,29763.5
11969.5,7981.88
122.18,439.52
220448,262143
113.98,351.78
12176.2,13650.5
58.22,91.84
665.02,16375.4
44.28,277.98
1262.8,8168.84
100484,91382.4
422.3,9152.84
131.2,386.22
91.84,222.22
5101.22,14282.8
1298.06,8022.06
48868.7,61239.2
4186.92,1655.58
13727.6,15167.5
81.18,298.48
44688.4,90859.3
352.6,1711.34
36345.7,48902.3
98.4,261.58
59.86,180.4
133.66,275.52
47.56,168.92
79.54,231.24
1005.32,24875.5
193301,176679
160.72,2161.52
78.72,159.9
42289,28578.6
445.26,2110.68
50.02,156.62
385.4,8035.18
5542.38,11767
112.34,282.9
66.42,249.28
104.96,271.42
80.36,184.5
116041,83514.5
177672,180222
82,150.88
454.28,402.62
951.2,573.18
81.18,214.02
61.5,277.98
8181.96,37582.2
104.14,244.36
82,244.36
23936.6,8117.18
754.4,13136.4
5423.48,3444
109.88,186.96
103.32,136.12
1917.16,2480.5
789.66,16659.1
141.86,312.42
55.76,133.66
1527.66,21072.4
26764,33789.7
377.2,14363.1
149004,190591
40.18,463.3
357.52,4569.86
50490.7,23599.6
598.6,16926.4
961.86,1357.92
634.68,10129.5
1510.44,23684.9
78.72,152.52
1657.22,2246.8
74.62,89.38
73.8,190.24
10664.1,9619.42
54.94,159.9
116.44,228.78
41.82,138.58
131242,124556
246851,262143
222694,241861
36289.9,50152
2362.42,9221.72
2272.22,25754.6
115264,79403.9
764.24,4879
132.84,197.62
80.36,200.08
102.5,300.94
125.46,322.26
43260.7,37114
66296.2,82031.2
1228.36,9816.22
4767.48,6226.26
63.96,210.74
854.44,13720.2
32290.8,53735.4
863.46,22273.7
1478.46,21890.7
47.56,81.18
198671,211094
12072.9,6268.9
42450.6,53988.8
903.64,2208.26
34802.4,40933.6
53.3,184.5
238404,262143
69.7,285.36
50393.1,28614.7
149115,127481
27151.8,15542.3
86.92,241.9
7336.54,15714.5
90.2,182.86
282.08,294.38
1325.12,3244.74
90.2,213.2
1297.24,12925.7
587.94,7243.88
66.42,173.02
357.52,4015.54
401.8,6203.3
2209.08,47784.7
148547,154105
107.42,303.4
204.18,337.02
57368,56618.5
87.74,118.9
113.98,151.7
65351.5,57072.8
250385,243952
141.86,336.2
21905.5,43667.5
102.5,130.38
130316,152496
312.42,621.56
101.68,322.26
84.46,249.28
89.38,277.16
107.42,237.8
533.82,820
10232.8,50783.4
124411,104618
99.22,118.9
262143,262143
91.02,182.04
56875.2,47132.8
394.42,7969.58
100.04,934.8
105.78,203.36
1558.82,34727
84.46,153.34
186.96,1389.9
211.56,1396.46
182320,175892
87.74,195.98
109.06,218.12
99.22,195.98
104311,99206.9
114.8,236.16
40328.4,27799.6
78.72,351.78
73.8,130.38
250.1,8605.08
89.38,264.04
106.6,262.4
1041.4,22779.6
104517,91935.1
225.5,864.28
157.44,291.92
99.22,273.88
287,212.38
113711,80788
33688.9,21137.1
551.86,7839.2
136.94,1061.08
20648.4,28578.6
262143,262143
94376.3,114943
75.44,169.74
63.96,173.02
125.46,335.38
92.66,220.58
50706.3,66411
361.62,518.24
7793.28,9304.54
40915.5,38975.4
2660.08,7372.62
33075.5,35359.2
14580.4,7989.26
10560,28918.1
20493.4,51019.6
114.8,323.9
96645.2,92482.1
45131.2,26590.1
11512,6001.58
877.4,15675.1
2528.88,30654.9
6775.66,6127.86
314.88,5776.08
328.82,642.06
18906.7,56370.1
279.62,490.36
423.94,16943.7
21799.7,16764.9
105.78,218.12
262143,258548
26248.2,26542.6
1352.18,1111.1
1897.48,41068.9
1097.98,1325.94
81.18,90.2
95.12,197.62
122597,137724
91.02,186.14
227804,232655
203499,167530
72.98,191.88
77.9,243.54
60.68,104.14
96.76,171.38
140.22,190.24
55102.4,62922.7
82.82,75.44
112.34,213.2
200.9,419.84
125.46,213.2
2833.1,19107.6
259.12,496.1
894.62,2523.96
119.72,204.18
6095.06,52840
309.96,296.84
175.48,198.44
5232.42,26888.6
78.72,208.28
177.12,42593.3
249.28,488.72
85023.3,84271.4
64.78,181.22
59.04,165.64
304.22,252.56
58.22,171.38
100.04,236.16
13253.7,6417.32
81.18,166.46
988.1,4017.18
87960.6,87397.2
222468,201422
106.6,285.36
94.3,149.24
383.76,1693.3
350.14,169.74
63757.5,66583.2
33.62,217.3
771.62,13720.2
111.52,322.26
35222.3,23953.8
1087.32,2455.08
1621.14,48384.9
713.4,18354.1
877.4,15478.3
86.1,327.18
6743.68,6741.22
26819.7,36303.9
23616,22130.2
117.26,387.86
6323.84,9061.82
39237,43153.3
85.28,249.28
125.46,1055.34
39.36,103.32
125.46,193.52
892.16,5375.1
16921.5,52256.1
18.04,96.76
32.8,86.1
231334,262143
164.82,387.04
11151.2,23192.1
713.4,5129.1
97.58,201.72
145.96,393.6
173.02,349.32
144692,148418
23014.1,13712.9
405.08,2004.08
63.14,136.12
15.58,223.04
13349.6,40927.8
1120.94,11162.7
5859.72,10634.6
102.5,218.12
22717.3,37094.3
248.46,214.84
314.88,364.9
27655.3,18876.4
52.48,177.94
159.08,396.88
131.2,155.8
107.42,192.7
395.24,478.88
134.48,308.32
190.24,347.68
5530.9,31552.8
174.66,502.66
1840.08,1890.1
6003.22,23264.2
51.66,155.8
621.56,20785.4
104.14,338.66
32832,26618
1736.76,12815
199991,205369
88.56,273.88
3420.22,35667.5
38.54,136.94
19885.8,18298.3
104352,100359
158.26,257.48
209320,215866
94653.4,80955.3
721.6,10969.1
97.58,150.88
69.7,202.54
433.78,3002.84
176.3,340.3
3006.94,8387.78
264.86,3780.2
86.1,227.14
102.5,683.06
72.98,205
446.08,1366.12
2322.24,8013.86
68.88,256.66
70.52,290.28
272.24,191.88
92.66,157.44
223.04,5389.04
210.74,352.6
83.64,205
2803.58,4037.68
105.78,935.62
71.34,355.88
87.74,852.8
2760.12,24159.7
86.92,292.74
86.1,324.72
31406,53304.9
102.5,174.66
222.22,438.7
340.3,14357.4
64.78,160.72
96.76,139.4
21327.4,71697.5
177942,172517
49877.3,100042
95.94,248.46
951.2,858.54
138.58,321.44
2988.08,33478.1
111.52,220.58
100.04,155.8
171.38,393.6
73.8,132.84
100.04,127.1
161729,171733
136.12,626.48
148586,199321
47.56,164
145.14,252.56
77.08,287
92.66,222.22
211.56,4223.82
110.7,202.54
774.9,1989.32
86575.6,89162.7
59606.6,47691.2
134616,129196
136897,124957
323.08,8960.96
71.34,164.82
12872.4,19775.9
37310,68742.2
31.98,102.5
59.86,222.22
40452.2,49694.5
26216.2,32252.2
6510.8,4886.38
168.92,198.44
1359.56,2014.74
459.2,16587.8
148889,139588
121.36,298.48
48.38,127.92
232.88,5947.46
83.64,321.44
584.66,10919.9
16888.7,73266.2
43.46,127.1
142618,131662
18585.3,24934.6
99.22,3876.96
104.14,182.86
45.92,155.8
73.8,165.64
2326.34,15792.4
82,187.78
1289.86,25963.7
262143,262143
2671.56,2449.34
1851.56,10156.5
42758.9,37761.8
259.12,414.92
163.18,1571.12
5461.2,22490.1
69.7,193.52
165968,152158
161.54,482.16
153638,172335
2089.36,1156.2
112002,110658
60.68,200.9
59.04,124.64
41.82,138.58
250.92,314.88
6414.86,25936.6
84.46,261.58
101.68,365.72
87.74,233.7
2816.7,31474.9
294.38,8682.98
111.52,230.42
198.44,397.7
109111,104529
5024.14,2654.34
46161.9,40597.4
36289.9,68064.9
60294.6,48875.3
131260,116310
203903,202097
356.7,3085.66
85.28,227.96
23020.7,79920.5
70.52,281.26
1184.9,1714.62
32018.5,26420.4
4693.68,8249.2
262143,262143
45457.5,64374.9
142.68,3339.86
131.2,378.84
63.96,2337
36372.7,60748.9
53138.5,50649.8
127.1,270.6
77.08,207.46
209.1,373.1
23824.3,14448.4
122.18,268.96
4856.04,1715.44
1040.58,7156.96
14969.9,28180.1
49.2,118.9
1165.22,1102.08
15480,7274.22
760.14,4439.48
296.84,11354.5
2060.66,24687.7
2737.16,50535.8
38652.3,47351.7
102029,100650
38121,37519.9
38886.9,26791
9388.18,4242.68
31.16,217.3
4.1,241.08
9571.86,50181.5
45944.6,36702.4
72.16,188.6
17898.1,26319.5
-11.48,177.12
84.46,240.26
108.24,337.84
50185.6,38454.7
72.98,189.42
213.2,7004.44
29986.6,32961.5
8872.4,9815.4
148570,164342
104.14,128.74
84.46,232.88
2493.62,2419.82
42.64,147.6
53932.2,35796.3
447.72,557.6
826.56,8345.14
31507.7,54086.4
74.62,142.68
396.88,10113.9
112.34,263.22
92.66,177.12
145.14,200.08
15634.1,24353.2
205.82,1043.86
45709.3,89992.5
133.66,207.46
61827.2,64388.9
2107.4,2008.18
129093,141199
262143,262143
50087.2,43340.3
11031.5,10349.2
12.3,186.14
50.02,139.4
-36.9,150.06
2724.04,3114.36
38.54,141.04
309.14,877.4
121.36,209.92
532.18,15073.2
96.76,150.88
58574.2,42805.6
5421.02,7145.48
952.84,4516.56
182.04,490.36
103.32,221.4
29262.5,54105.2
63.14,288.64
95.12,188.6
58.22,184.5
194961,249867
127.92,208.28
61.5,203.36
60.68,218.12
-3.28,123.82
1052.88,18071.2
184.5,549.4
79.54,274.7
152.52,259.94
58.22,696.18
110.7,313.24
98.4,193.52
61265.5,87785.9
121119,107905
281.26,2654.34
269.78,5340.66
72.16,134.48
190511,174057
98.4,435.42
113.98,268.14
95.12,259.94
101.68,291.92
14465.6,31884.1
61.5,142.68
63.14,177.12
50950.7,43264
127.1,227.96
67.24,284.54
73.8,78.72
144.32,273.06
141809,127580
69.7,157.44
243.54,669.94
155.8,235.34
145.14,1035.66
265.68,442.8
1857.3,36048
88.56,250.92
933.16,8503.4
225234,220072
254.2,603.52
91.84,346.86
104.96,180.4
23669.3,59891.2
112.34,190.24
77.9,308.32
88.56,218.12
288.64,8838.78
100.04,229.6
439.52,8422.22
47.56,270.6
9560.38,9028.2
445.26,664.2
245.18,1660.5
11.48,109.88
77.9,222.22
126738,124309
56.58,177.12
97202.8,97291.4
1344.8,1634.26
145.96,3507.96
542.02,514.14
1438.28,715.86
24807.5,32943.5
104.14,218.12
218123,226324
1580.96,743.74
300.94,11321.7
3014.32,5643.24
944.64,11177.4
8607.54,27467.5
2302.56,31702
136.94,246.82
283.72,375.56
109.88,212.38
90.2,214.02
200.9,1112.74
165.64,397.7
17276.6,7811.32
1809.74,4333.7
127.92,2223.84
74258.4,70465.9
628.12,618.28
2413.26,11447.2
7342.28,4519.02
63.14,301.76
1825.32,41077.1
109.06,230.42
120.54,236.98
404.26,1934.38
168.92,154.16
48608,79452.3
92.66,354.24
527.26,1157.84
5716.22,44653.1
-25.42,15.58
86.1,1081.58
10435.3,48274.2
622.38,15047.8
18946.1,79034.1
276.34,727.34
76016.5,99655.4
980.72,6094.24
706.02,22920.6
104.14,272.24
416.56,1884.36
15844.9,55444.3
133.66,264.86
290.28,530.54
68.06,211.56
136.12,258.3
1470.26,1168.5
16145.8,10802.7
83.64,1009.42
8542.76,40281.7
1641.64,1291.5
180888,232335
292.74,360.8
451,13096.2
46531.7,51043.4
110.7,314.88
415.74,305.04
12221.3,23777.5
18.04,175.48
84687.1,86316.5
54.94,125.46
95970.3,106925
994.66,23270
89.38,255.02
107.42,360.8
262143,262143
277.16,798.68
625.66,6783.04
122828,121631
88.56,357.52
295.2,6931.46
85.28,227.14
432.14,5305.4
1079.12,25141.2
1051.24,2650.24
369,2541.18
63.96,206.64
135074,130323
10819.1,14949.4
158.26,232.06
3610.46,25082.2
1284.94,3274.26
131.2,5134.84
113.98,309.14
115.62,291.92
1806.46,23753.8
112.34,182.86
136.12,275.52
3396.44,24891.1
6761.72,10493.5
98.4,248.46
162708,155129
116842,118719
37.72,150.06
1702.32,27154.3
124.64,858.54
15590.7,8888.8
569.9,6163.12
104167,89636.7
176.3,304.22
130540,141282
12474.7,16713.2
1114.38,5020.04
21569.3,21448.7
2553.48,3430.88
71910.7,113571
120055,141338
68.06,118.08
64.78,132.02
102376,82472.3
74.62,132.02
23296.2,19310.2
93.48,336.2
44.28,519.06
94.3,248.46
3188.16,3716.24
2160.7,25133.8
24266.3,13866.2
24559,32217
89.38,221.4
182.04,7618.62
100.04,273.88
262143,262143
578.1,1423.52
113.98,179.58
76.26,196.8
2080.34,4165.6
8554.24,19037.1
90.2,195.16
751.94,12594.4
1095.52,19288
129.56,271.42
12021.2,77563.8
110.7,227.14
6768.28,24438.5
726.52,12573.9
92.66,242.72
111308,125610
80.36,287
165.64,391.14
135.3,514.96
88.56,208.28
382.94,19319.2
74.62,218.12
75.44,230.42
90.2,190.24
162.36,6980.66
72.98,226.32
54472.6,56181.5
645.34,519.06
168.92,397.7
8155.72,31623.3
37583.9,50022.5
56.58,1630.98
588.76,2248.44
418.2,2144.3
3.28,109.88
29.52,200.08
27322.4,72807.8
81895.9,66555.3
7835.1,4619.88
61623.8,36901.6
19103.5,44286.6
1324.3,3364.46
72.16,150.88
3350.52,3485.82
1710.52,4214.8
378.02,8245.1
6309.08,26048.9
97.58,208.28
176.3,1136.52
164,3623.58
81.18,309.14
74.62,288.64
40.18,203.36
130.38,381.3
1138.16,2136.92
76.26,141.86
220.58,300.12
96.76,198.44
1908.96,23236.3
50607.9,32066.9
92.66,292.74
73.8,198.44
7654.7,19814.5
21.32,1765.46
14841.2,16847.7
12638.7,61887.9
193.52,791.3
87.74,130.38
4826.52,50100.4
49200,42301.3
161.54,497.74
23465.9,31489.6
55202.4,44680.2
686.34,910.2
578.92,511.68
300.12,11472.6
2445.24,917.58
775.72,14864.1
4715.82,34356.4
75.44,129.56
101.68,205
123404,155927
110657,97944.1
125.46,404.26
143632,122170
55.76,228.78
57.4,174.66
44384.1,58063.4
135747,128542
77.08,242.72
98.4,298.48
815.9,5951.56
132.84,369.82
832.3,43752.7
50882.6,73604
180285,190485
189.42,4527.22
27695.5,42093.9
393.6,12234.4
318.16,743.74
249587,244919
186807,140004
4198.4,3474.34
728.16,16231.9
71.34,133.66
1140.62,34801.6
1917.16,14222.1
9480.84,26514.7
101.68,159.08
1212.78,1098.8
182.04,3305.42
69383.5,68157.6
122.18,174.66
143044,128208
599.42,10365.6
118.08,246.82
144.32,224.68
587.94,19440.6
24483.6,14214.7
405.08,4031.12
314.88,1649.84
13100.3,23301.1
3715.42,28430.2
136.94,675.68
110.7,185.32
101.68,223.04
13640.7,36765.5
163507,188821
7161.88,28385.9
109.06,2118.06
2250.9,31725.8
54.12,122.18
13336.5,19757.9
17912.1,42277.6
50.02,199.26
237.8,9715.36
60.68,151.7
113.16,4273.02
177.94,332.1
174821,176740
379.66,9241.4
134307,155083
6195.92,29972.6
46136.5,36985.3
88.56,223.86
89.38,252.56
910.2,23802.1
460.84,359.16
4093.44,12424.6
295.2,18800.1
144941,123460
145.96,413.28
548.58,7926.94
41608.4,51783.8
12482.9,32262.1
262143,262143
100.04,162.36
5066.78,4390.28
85.28,337.84
470.68,628.12
262143,241015
23960.4,36210.4
2797.02,33593.8
100.86,258.3
81.18,218.94
230350,262143
