Comp-FITC-A,Comp-Texas Red-A,
259,248,1.044354839
251,242,1.037190083
305,256,1.19140625
255,250,1.02
1023,851,1.202115159
257,241,1.066390041
889,699,1.271816881
879,771,1.140077821
348,590,0.589830508
299,544,0.549632353
698,729,0.957475995
775,493,1.572008114
333,582,0.572164948
343,621,0.552334944
320,388,0.824742268
279,253,1.102766798
402,578,0.69550173
416,262,1.58778626
496,613,0.8091354
581,525,1.106666667
273,443,0.616252822
958,740,1.294594595
243,236,1.029661017
251,237,1.05907173
466,299,1.558528428
974,767,1.26988266
295,271,1.088560886
290,536,0.541044776
994,828,1.200483092
251,244,1.028688525
265,274,0.967153285
879,722,1.217451524
304,272,1.117647059
265,339,0.781710914
267,242,1.103305785
255,241,1.058091286
992,801,1.238451935
919,730,1.25890411
1023,852,1.200704225
301,281,1.071174377
821,750,1.094666667
306,275,1.112727273
322,497,0.647887324
896,510,1.756862745
580,310,1.870967742
308,661,0.465960666
1023,904,1.131637168
242,238,1.016806723
249,240,1.0375
350,268,1.305970149
973,769,1.265279584
645,277,2.328519856
502,607,0.827018122
259,244,1.06147541
439,369,1.189701897
1018,858,1.186480186
308,261,1.180076628
699,602,1.161129568
285,256,1.11328125
550,522,1.053639847
416,434,0.958525346
416,601,0.6921797
567,716,0.791899441
783,659,1.188163885
792,672,1.178571429
360,605,0.595041322
886,757,1.170409511
808,764,1.057591623
273,253,1.079051383
264,246,1.073170732
308,267,1.153558052
1010,867,1.164936563
254,248,1.024193548
259,245,1.057142857
266,540,0.492592593
400,257,1.556420233
298,381,0.782152231
991,783,1.265644955
924,730,1.265753425
257,241,1.066390041
250,242,1.033057851
686,628,1.092356688
287,252,1.138888889
280,264,1.060606061
328,314,1.044585987
263,256,1.02734375
660,595,1.109243697
260,263,0.988593156
504,742,0.679245283
263,298,0.882550336
421,497,0.847082495
1023,936,1.092948718
1023,917,1.115594329
265,247,1.072874494
461,331,1.392749245
260,242,1.074380165
249,244,1.020491803
291,258,1.127906977
264,248,1.064516129
366,622,0.588424437
255,243,1.049382716
272,251,1.083665339
266,246,1.081300813
256,244,1.049180328
272,255,1.066666667
604,593,1.018549747
294,260,1.130769231
278,266,1.045112782
888,751,1.182423435
824,694,1.187319885
869,728,1.193681319
247,238,1.037815126
259,241,1.074688797
495,685,0.722627737
264,249,1.060240964
305,273,1.117216117
623,599,1.040066778
264,267,0.988764045
276,249,1.108433735
249,241,1.033195021
350,589,0.594227504
297,397,0.748110831
581,682,0.851906158
291,638,0.456112853
328,608,0.539473684
524,623,0.841091493
872,651,1.339477727
1006,838,1.200477327
500,471,1.061571125
1014,869,1.166858458
758,581,1.30464716
271,252,1.075396825
1023,896,1.141741071
897,798,1.12406015
430,315,1.365079365
316,304,1.039473684
549,458,1.198689956
449,697,0.644189383
332,551,0.602540835
615,396,1.553030303
512,490,1.044897959
458,613,0.747145188
255,250,1.02
853,712,1.198033708
347,456,0.760964912
288,276,1.043478261
334,328,1.018292683
1023,881,1.161180477
249,242,1.02892562
257,252,1.01984127
310,606,0.511551155
386,374,1.032085561
266,250,1.064
244,240,1.016666667
259,247,1.048582996
252,244,1.032786885
270,259,1.042471042
254,246,1.032520325
361,666,0.542042042
253,242,1.045454545
303,280,1.082142857
1007,830,1.213253012
289,259,1.115830116
256,241,1.062240664
291,279,1.043010753
246,240,1.025
481,519,0.926782274
269,635,0.423622047
665,705,0.943262411
1022,981,1.041794088
276,255,1.082352941
239,241,0.991701245
378,295,1.281355932
449,670,0.670149254
336,328,1.024390244
252,252,1
307,324,0.947530864
298,270,1.103703704
519,706,0.735127479
265,253,1.04743083
271,290,0.934482759
877,667,1.314842579
311,516,0.602713178
432,656,0.658536585
265,249,1.064257028
1017,884,1.150452489
248,243,1.020576132
249,239,1.041841004
263,250,1.052
285,406,0.701970443
873,649,1.345146379
257,244,1.053278689
333,254,1.311023622
250,245,1.020408163
346,641,0.539781591
288,286,1.006993007
321,268,1.197761194
256,258,0.992248062
620,704,0.880681818
267,256,1.04296875
394,634,0.621451104
860,759,1.133069829
254,250,1.016
262,256,1.0234375
1009,860,1.173255814
256,291,0.879725086
255,244,1.045081967
262,248,1.056451613
260,410,0.634146341
358,313,1.143769968
1023,822,1.244525547
483,615,0.785365854
1023,696,1.469827586
256,244,1.049180328
323,256,1.26171875
320,369,0.867208672
363,575,0.631304348
254,270,0.940740741
257,252,1.01984127
293,333,0.87987988
1023,909,1.125412541
521,607,0.858319605
264,254,1.039370079
251,246,1.020325203
287,510,0.562745098
285,257,1.108949416
726,424,1.712264151
264,600,0.44
267,249,1.072289157
256,249,1.02811245
423,387,1.093023256
901,729,1.235939643
466,264,1.765151515
258,249,1.036144578
268,253,1.059288538
249,249,1
875,728,1.201923077
275,257,1.070038911
249,288,0.864583333
429,726,0.590909091
267,255,1.047058824
255,252,1.011904762
934,773,1.208279431
638,701,0.910128388
258,247,1.044534413
850,605,1.404958678
1023,952,1.074579832
1023,915,1.118032787
259,239,1.083682008
633,579,1.093264249
279,297,0.939393939
573,635,0.902362205
815,652,1.25
902,719,1.254520167
250,237,1.054852321
765,741,1.032388664
258,254,1.015748031
989,835,1.184431138
831,746,1.113941019
269,247,1.089068826
244,236,1.033898305
283,475,0.595789474
259,244,1.06147541
430,263,1.634980989
295,258,1.143410853
1022,978,1.044989775
249,240,1.0375
312,380,0.821052632
289,289,1
244,242,1.008264463
256,247,1.036437247
592,294,2.013605442
276,254,1.086614173
410,388,1.056701031
276,261,1.057471264
885,687,1.288209607
552,621,0.888888889
327,267,1.224719101
303,281,1.078291815
241,238,1.012605042
1023,907,1.127894157
378,291,1.298969072
274,250,1.096
286,259,1.104247104
310,281,1.103202847
308,269,1.144981413
268,258,1.03875969
245,237,1.033755274
822,546,1.505494505
253,379,0.667546174
262,251,1.043824701
257,243,1.057613169
420,411,1.02189781
242,256,0.9453125
285,267,1.06741573
785,683,1.149341142
338,413,0.818401937
277,260,1.065384615
285,254,1.122047244
263,250,1.052
681,613,1.110929853
387,524,0.738549618
271,260,1.042307692
299,268,1.115671642
262,254,1.031496063
900,784,1.147959184
628,551,1.139745917
763,771,0.989623865
1019,799,1.27534418
1023,911,1.122941822
271,251,1.079681275
986,811,1.215782984
578,717,0.806136681
256,242,1.05785124
987,830,1.189156627
517,446,1.159192825
268,315,0.850793651
405,759,0.533596838
304,558,0.544802867
280,427,0.655737705
284,269,1.055762082
275,266,1.033834586
367,301,1.219269103
283,501,0.564870259
502,637,0.788069074
884,687,1.286754003
299,265,1.128301887
295,266,1.109022556
253,243,1.041152263
281,255,1.101960784
269,297,0.905723906
542,791,0.685208597
248,243,1.020576132
259,248,1.044354839
795,657,1.210045662
249,238,1.046218487
988,841,1.174791914
420,315,1.333333333
242,241,1.004149378
273,310,0.880645161
256,334,0.766467066
550,677,0.812407681
639,671,0.952309985
278,259,1.073359073
338,288,1.173611111
484,648,0.74691358
973,820,1.186585366
254,246,1.032520325
802,638,1.257053292
497,497,1
263,249,1.0562249
294,619,0.474959612
823,719,1.144645341
522,642,0.813084112
467,673,0.693907875
269,265,1.01509434
1001,740,1.352702703
1014,853,1.188745604
254,248,1.024193548
245,241,1.01659751
447,696,0.642241379
266,252,1.055555556
799,726,1.100550964
436,673,0.647845468
467,375,1.245333333
568,704,0.806818182
246,237,1.037974684
1022,976,1.047131148
261,410,0.636585366
1022,1013,1.008884501
280,263,1.064638783
276,256,1.078125
252,240,1.05
269,256,1.05078125
249,241,1.033195021
360,499,0.721442886
1023,881,1.161180477
807,560,1.441071429
256,246,1.040650407
290,263,1.102661597
857,772,1.110103627
455,625,0.728
280,280,1
285,265,1.075471698
278,242,1.148760331
253,370,0.683783784
308,513,0.600389864
253,240,1.054166667
268,238,1.12605042
745,654,1.139143731
923,728,1.267857143
281,283,0.992932862
248,251,0.988047809
240,237,1.012658228
309,587,0.526405451
322,410,0.785365854
763,565,1.350442478
921,769,1.197659298
249,240,1.0375
938,748,1.254010695
714,496,1.439516129
563,592,0.951013514
1023,950,1.076842105
381,312,1.221153846
849,775,1.095483871
268,245,1.093877551
851,714,1.191876751
261,251,1.039840637
359,552,0.650362319
449,345,1.301449275
737,710,1.038028169
496,490,1.012244898
271,379,0.715039578
598,453,1.3200883
884,635,1.392125984
250,322,0.776397516
333,516,0.645348837
1014,819,1.238095238
287,273,1.051282051
1019,889,1.146231721
734,480,1.529166667
294,266,1.105263158
800,652,1.226993865
407,490,0.830612245
259,246,1.052845528
851,779,1.092426187
875,593,1.475548061
249,241,1.033195021
1023,861,1.18815331
795,759,1.04743083
423,433,0.976905312
253,249,1.016064257
260,251,1.035856574
242,238,1.016806723
739,508,1.454724409
257,274,0.937956204
857,762,1.124671916
281,264,1.064393939
390,473,0.824524313
280,256,1.09375
469,270,1.737037037
991,808,1.226485149
273,250,1.092
903,812,1.112068966
266,254,1.047244094
257,244,1.053278689
248,245,1.012244898
251,237,1.05907173
268,251,1.067729084
855,711,1.202531646
533,335,1.591044776
340,479,0.709812109
544,762,0.713910761
996,825,1.207272727
268,257,1.042801556
256,242,1.05785124
273,254,1.07480315
1023,886,1.15462754
281,259,1.084942085
272,257,1.058365759
400,514,0.778210117
289,306,0.944444444
249,242,1.02892562
288,267,1.078651685
281,249,1.128514056
267,246,1.085365854
1014,877,1.156214367
1023,906,1.129139073
811,651,1.24577573
989,816,1.212009804
1023,844,1.212085308
1021,882,1.157596372
573,608,0.942434211
293,261,1.122605364
360,578,0.62283737
936,694,1.34870317
264,367,0.719346049
695,571,1.217162872
590,384,1.536458333
266,245,1.085714286
303,270,1.122222222
273,255,1.070588235
912,738,1.235772358
249,245,1.016326531
351,589,0.595925297
272,257,1.058365759
301,528,0.570075758
334,462,0.722943723
327,251,1.302788845
333,279,1.193548387
263,248,1.060483871
252,240,1.05
281,267,1.052434457
274,250,1.096
909,738,1.231707317
828,402,2.059701493
798,646,1.235294118
267,396,0.674242424
296,411,0.720194647
749,670,1.117910448
269,269,1
330,274,1.204379562
457,626,0.730031949
312,622,0.501607717
270,249,1.084337349
1023,939,1.089456869
431,345,1.249275362
1023,848,1.206367925
258,242,1.066115702
258,240,1.075
251,239,1.050209205
445,302,1.473509934
260,257,1.011673152
269,243,1.106995885
314,267,1.176029963
1023,882,1.159863946
333,553,0.602169982
966,797,1.212045169
425,465,0.913978495
255,237,1.075949367
281,247,1.137651822
251,242,1.037190083
658,666,0.987987988
248,251,0.988047809
265,253,1.04743083
265,252,1.051587302
244,240,1.016666667
807,663,1.21719457
263,244,1.077868852
288,496,0.580645161
998,787,1.268106734
333,279,1.193548387
660,658,1.003039514
250,349,0.716332378
529,439,1.20501139
245,236,1.038135593
486,654,0.743119266
264,247,1.068825911
258,244,1.057377049
419,411,1.01946472
986,810,1.217283951
362,531,0.68173258
254,243,1.04526749
947,776,1.220360825
341,514,0.663424125
315,268,1.175373134
509,680,0.748529412
958,779,1.229781772
1015,855,1.187134503
908,830,1.093975904
266,261,1.019157088
322,523,0.615678776
535,692,0.773121387
1018,855,1.190643275
548,440,1.245454545
792,679,1.166421208
316,312,1.012820513
262,245,1.069387755
429,636,0.674528302
970,672,1.443452381
786,630,1.247619048
276,250,1.104
949,776,1.222938144
288,250,1.152
266,246,1.081300813
701,452,1.550884956
262,252,1.03968254
287,273,1.051282051
599,621,0.964573269
258,249,1.036144578
258,240,1.075
515,326,1.579754601
302,270,1.118518519
874,802,1.089775561
432,653,0.661562021
274,252,1.087301587
829,605,1.370247934
265,245,1.081632653
919,658,1.396656535
280,248,1.129032258
254,244,1.040983607
283,547,0.517367459
272,252,1.079365079
242,283,0.855123675
275,256,1.07421875
380,263,1.44486692
345,584,0.590753425
253,242,1.045454545
281,261,1.076628352
853,692,1.23265896
705,602,1.171096346
240,239,1.0041841
287,265,1.083018868
264,244,1.081967213
300,274,1.094890511
362,273,1.326007326
248,244,1.016393443
887,757,1.171730515
976,769,1.269180754
311,496,0.627016129
263,249,1.0562249
259,243,1.065843621
274,261,1.049808429
992,831,1.193742479
405,335,1.208955224
471,505,0.932673267
847,603,1.404643449
267,255,1.047058824
818,753,1.086321381
356,239,1.489539749
268,256,1.046875
268,254,1.05511811
245,242,1.012396694
284,256,1.109375
952,733,1.298772169
255,252,1.011904762
457,425,1.075294118
252,250,1.008
277,252,1.099206349
1023,906,1.129139073
251,240,1.045833333
1023,864,1.184027778
269,293,0.918088737
359,293,1.225255973
266,251,1.059760956
263,246,1.069105691
1023,901,1.135405105
963,798,1.206766917
946,748,1.264705882
755,704,1.072443182
881,747,1.179384203
1016,877,1.158494869
329,347,0.948126801
267,253,1.055335968
342,532,0.642857143
815,627,1.29984051
337,587,0.574105622
693,420,1.65
258,248,1.040322581
249,243,1.024691358
280,287,0.975609756
356,622,0.572347267
822,545,1.508256881
271,250,1.084
862,665,1.296240602
270,392,0.68877551
252,243,1.037037037
244,242,1.008264463
1023,864,1.184027778
254,243,1.04526749
247,240,1.029166667
281,564,0.49822695
1022,952,1.073529412
658,504,1.305555556
250,245,1.020408163
298,302,0.986754967
542,491,1.103869654
608,632,0.962025316
569,652,0.872699387
642,491,1.307535642
290,263,1.102661597
911,775,1.175483871
355,281,1.263345196
260,275,0.945454545
1021,829,1.231604343
264,247,1.068825911
233,230,1.013043478
716,735,0.97414966
908,740,1.227027027
361,363,0.994490358
694,484,1.433884298
275,525,0.523809524
255,254,1.003937008
1023,816,1.253676471
247,238,1.037815126
295,267,1.104868914
245,243,1.008230453
269,269,1
251,250,1.004
306,482,0.634854772
354,263,1.346007605
823,779,1.05648267
450,341,1.319648094
894,728,1.228021978
275,251,1.09561753
275,253,1.086956522
340,260,1.307692308
265,390,0.679487179
284,569,0.499121265
268,257,1.042801556
993,841,1.180737218
886,597,1.484087102
266,253,1.051383399
253,240,1.054166667
492,382,1.287958115
270,263,1.02661597
442,286,1.545454545
1004,768,1.307291667
260,237,1.097046414
976,806,1.210918114
263,240,1.095833333
281,264,1.064393939
962,814,1.181818182
263,300,0.876666667
282,252,1.119047619
341,620,0.55
259,251,1.03187251
269,249,1.080321285
251,242,1.037190083
252,243,1.037037037
611,659,0.927162367
301,263,1.144486692
279,253,1.102766798
257,249,1.032128514
276,274,1.00729927
273,474,0.575949367
302,485,0.622680412
766,610,1.255737705
266,256,1.0390625
265,243,1.090534979
545,497,1.096579477
294,606,0.485148515
254,244,1.040983607
464,354,1.310734463
251,239,1.050209205
951,806,1.179900744
238,234,1.017094017
263,247,1.064777328
966,777,1.243243243
270,250,1.08
289,272,1.0625
307,562,0.546263345
944,735,1.284353741
288,266,1.082706767
295,262,1.125954198
305,258,1.182170543
249,238,1.046218487
625,476,1.31302521
263,254,1.035433071
356,304,1.171052632
307,581,0.528399312
243,237,1.025316456
1022,965,1.059067358
254,242,1.049586777
263,246,1.069105691
389,487,0.798767967
510,611,0.834697218
944,757,1.247027741
758,627,1.208931419
564,428,1.317757009
364,623,0.584269663
253,269,0.940520446
254,245,1.036734694
395,255,1.549019608
300,255,1.176470588
503,417,1.206235012
332,541,0.613678373
242,239,1.012552301
282,264,1.068181818
249,239,1.041841004
310,264,1.174242424
321,260,1.234615385
464,314,1.477707006
270,242,1.115702479
251,241,1.041493776
309,295,1.047457627
748,600,1.246666667
1003,868,1.155529954
278,254,1.094488189
269,254,1.059055118
415,656,0.632621951
1023,899,1.137931034
252,250,1.008
519,684,0.75877193
1009,844,1.19549763
396,280,1.414285714
924,704,1.3125
