"Comp-FL03-A :: FITC-A","Comp-FL15-A :: mCherry-A"
79987.1,117086
13525,85186.2
95900.7,54970
26891.2,37196.2
23688.8,31020.1
99183.6,123721
27910.1,17065.1
20303.6,29315.8
149148,178250
98737.6,165512
35035.1,35165.6
17006,45447.9
23936,77449.5
50907.5,105625
13044.9,60444.8
40095,42416
19168.8,20413
51739.8,119584
71145.4,91097.1
149424,116695
83070.8,113816
111188,81305.6
38238.6,115641
12833.2,63082
34542,56837.8
22472.1,69381
63250.3,140800
106523,123818
31004.4,77509.5
18770.6,89522.4
45623.2,40971.1
13196.4,58966.7
47414.4,62819.1
102044,191099
69326.2,36892.5
36580.2,143568
30045.9,75159.9
98896.1,81382.5
77765.5,89870.2
54726.2,132258
13342.9,43819.6
82796.8,113892
24644.7,46531.5
40777.3,57280
168889,172726
142786,142123
12438.9,60733.4
19449.7,72705.5
53206.3,67202.8
61667.6,112995
14206.8,70196
116733,155285
110519,151178
32013.7,83546.4
67580.9,41034.6
23932.3,24160.9
65914.9,64238.8
43789.5,74730.4
27852.1,97059.2
41778.2,85263.6
140130,151089
12537.3,46726.7
81884.9,163676
16679.2,28254.9
90306.2,144931
60327.5,102552
51240.4,129089
159521,157258
30449.9,24349
30618.7,92135.1
18609.4,21144.7
20320.8,72942
126312,94779.5
25533.4,43582.8
86201,82378.8
71320.2,54148.3
189411,184975
61531.6,28980
115727,68197.1
60316.1,147792
30853.9,32783
39239.8,85311.4
167511,125445
76696.7,148615
44364.1,109613
11061.7,20364.5
40978.9,23890
117680,63688.5
97350.4,102866
19126.2,36349.4
79825,113879
85655.5,110659
52482,58149.6
161401,156460
58082.4,48442.1
63272.4,131355
40676.9,41158
154763,180752
24577,18894.2
15162.8,111190
46515.4,109793
49561.6,30591.5
13832,59561.9
119255,145099
72868.1,84564.9
12885.5,78147.2
60070.6,96286.2
74078.7,148997
50690.4,62493.7
45274.7,78473.2
75009.7,145048
20581.7,64856.8
94113.7,137300
16074.2,31371.9
107622,131696
17859,108550
172855,88522.8
17843.8,120280
11389.8,99163.1
109347,129429
13406.5,122262
101775,138357
21630.7,48996.2
37211.7,29623.6
103470,121784
58526.7,66535.5
15570,47270.2
98412.3,127979
26788.8,97429.6
49657.1,71729.6
13702.7,112836
62282.6,73178.4
85288.3,61542.4
15254,55513.6
54724.7,105568
30305.3,87685
69359.6,41607
88555.3,95057.2
62314.8,30829.8
179104,124731
20778.2,36159.7
51697.3,64630.6
119120,75472.7
68378.5,194010
57974.7,58530.3
12868.4,23538
25521.6,78412
52253.5,77474.7
19862.2,83652.7
29372.1,49929.9
17903,53854.1
109354,110511
162451,148141
53527.9,68314.9
22624.2,28534.1
40881.8,110717
34288.6,26365.7
43472.9,22699.5
18863.2,92267.1
92703.9,119323
21001.2,33438.7
35875.3,55280.6
136065,121848
144769,175997
50714.6,53001.6
44145.5,33000.5
37198.2,71473.2
47246.2,95604.6
24435.7,59614.8
181127,168404
21355.2,72291.2
97243.4,119410
31012.8,36274.9
108973,182468
11663,26799.5
65679.8,48393.7
72264.6,96146.1
13126.9,53336.1
19591.5,27498.1
88503.6,103430
18822.5,33235.7
56926.8,34985.9
26785.7,127579
23526.2,78880.9
34301.8,66804.2
70464.1,109603
14353.2,78375.7
72098.6,99580.5
23629.5,86046.4
21291.8,59452.4
35291.2,55937.9
44932.5,103296
11748.8,46932.6
42700.3,79715.3
112250,130814
22245.9,36102.8
98198.3,92765.5
36073.6,28435.7
47822,36830.8
28734.2,83009.1
159790,169375
24929.5,61036.7
38854.8,69508.2
11992.8,101269
15212.6,25583.3
177628,177977
47742.5,51162.2
13935.7,38352.2
27414.4,126526
63765.9,100497
87294.8,118825
31220.7,86638.6
56808.6,107528
42988.9,51085.7
166821,167776
25177.1,21976.9
90430.8,117760
36949.5,48807.7
44679.8,43589
14906.3,81852.2
34398.5,53454.9
30415.5,87825.4
34543.3,16878.5
21691.2,22162
39633.3,44579
16279.5,33361.7
68030.3,34758.6
78826.4,150419
20997.6,129979
16460.6,39018
28651.2,105550
27922.1,93221.8
42915.6,102156
131691,99443.5
99504.6,123628
57507.5,37446.1
135379,156701
68968.4,35732
14759.7,39651.1
48862.3,89764.3
126972,100304
22414.9,59259.9
82740.8,131959
30388.8,31477.1
68054.6,41565.3
34648.7,121362
62374.3,50564.5
28670.7,77318.1
20345.6,57459.5
101145,79624.5
22403.6,24089.7
72153.2,113187
32306,66027.3
26015.5,59360.9
29149.2,49316.3
22192.9,58459.7
44437.4,60289
49675.9,51577.9
44719,94304.9
32387.1,80532
19485.2,70801.8
105208,59197.8
30955,149557
29719.3,47967.9
43775.6,66392.5
83525.6,83865
65133.8,91905.3
14591.7,51581.1
12667.5,77901.5
159670,140455
16865.1,65465.2
36499,98842
44294.8,31684.4
34403.6,51203.5
34059.9,18550.2
75023.1,108591
49711.1,130470
44231.2,48773.8
19155,46812.1
161856,183640
31701.3,67981.3
81316,41418.2
18546.9,92848
53846.9,36490.1
67080.9,97701.5
32017.2,25263.5
110788,158077
19036.8,42543.1
13762.5,68630.6
130164,111701
140250,178760
34165.7,34529.3
33105.8,45233.9
13134,23064.2
54898.6,95579.6
55452.1,94436.8
44594.7,95777.6
93885.4,77480.7
55952.6,150472
25075.1,47310.2
18486.7,127733
31513.8,69372.9
80023.3,69769.1
122939,106508
55447.6,111878
22906.7,62967.4
40971.1,49905.3
57476.1,31232.4
57765.6,30487
108626,122501
121376,188369
42367.2,42362.7
13908.6,46905.3
13993.8,28827.9
24277.4,119367
105837,125297
64681.3,34307.7
82431.8,63146.8
32257.7,99430.9
127687,195413
38281.3,31135.1
16100.5,130047
111388,167540
26534.8,99181.9
109332,121460
36791.5,110664
59390.4,58352.3
28833.7,39962.9
52373.9,109236
15478.6,95188.2
133602,150286
39252.3,96510.6
20719.8,42735.7
30410.4,26908.2
74553.7,99975.1
37270.3,50255.6
27206.8,31469.6
76966.6,147582
13395.6,72131.8
29971.4,84292.8
29305.9,28684
17313.9,97317.9
55670.4,84934.4
33824.1,24220.1
71170.7,129744
151994,128438
116132,137730
84105.3,69867.9
77947.6,69523.7
104637,92647.8
49688.9,24273.1
13097.3,103350
105345,157642
33357.9,53751.7
16371.6,99375.4
21732.2,35645.2
32264.7,60231.7
32532.2,43393.7
33507.8,21067.5
32214.7,17963.8
56932.4,45169.8
63413.2,49782.9
43447.4,70364.5
30919.9,98106.2
134833,136611
54734.9,76981.6
13222.4,114811
53661.5,137769
20837.4,31525.8
114259,172363
18482.9,49139.7
34535.6,22427.1
44391.1,137518
18378.1,42108.8
27804.2,67177.1
24579.4,53368.8
36838.1,67429.9
80895.4,55978.4
155903,189734
58419.8,74484.6
42869.1,54022.8
117764,136729
17056.4,19813.9
12235.1,30838.5
39240,56661.6
18997.8,45977.1
140195,123958
13935.5,19385.5
13411.7,49976.5
23202.7,98029.1
70984.2,40543.6
29214.2,59414.9
23367.1,26941.4
22222.7,83839
26707.7,60833
49766.4,69440.2
23275.4,121827
37711.3,56907.2
47875.4,145082
14490,29210.7
14282.7,78093.2
28952.6,28967.9
72542.8,87676.1
19888.5,32987.8
35177.3,30618.5
137403,123499
31715.8,36770.4
55648.9,79733.7
45406.5,47977.4
51911.9,51866.9
38338.7,29541.1
58091.6,53137.5
21339.4,28523.4
30708.3,78575.5
171281,122409
23561.5,53173.6
58504.9,94609.3
53893.1,51636.4
13468.6,32929.3
121713,160256
25479.8,80430.7
35542.5,149006
18094.5,69900.7
11851.8,35438.6
22571.9,77508.1
38066.9,108248
35977.7,71329.1
24348.3,64317
25166.9,78674.5
63979.6,185081
21356.5,95390.2
111886,110525
25061.1,74682.8
45003,78190.2
91950.2,157458
27120.3,44165.7
31342.2,61004.2
30776.9,97656.4
13039.6,45356.4
74140.9,47060
28699.9,27292.7
48184.5,93471.7
85531.2,52595.8
105284,97425.1
27528.8,97143.5
86087,150648
24701.5,83485.2
73144.7,59025.4
55208,103282
12850.1,17220.1
62561.2,42222.5
11831.4,32255.5
66835,76088.3
86256.2,129506
15636.5,96243.6
120940,114497
13937.2,81884.3
23566.5,25602.8
72045.1,126740
82549.8,110878
87294.2,68303.5
63004.7,30894.8
152685,159554
20973.6,97526.4
23119.3,102754
86067.3,42140.3
19770.4,68922.6
45214.5,105772
180308,181281
40265.5,113424
155633,121222
64324.7,98982.4
69289.8,35649.4
47900.5,58681.4
110361,158317
104910,68052.7
117539,162450
37048.1,57155.2
26173.5,135180
40470,69318.1
16132.5,57697.6
63471.7,64834.7
30087.2,76426.2
18974.8,36194.1
49849.9,29081.3
104271,171062
26088.1,39110.9
16731,101268
45318.8,61955.5
19681.1,89139.3
22108.6,54943.4
56804.5,85563.4
81367.5,112561
99392.6,198907
24591.8,81226.5
42403,159241
54307.9,98444.9
80333.2,56960.2
98502.1,126084
45383.1,93541
38768.8,38568.7
12451.1,37338.3
13952.1,63114.8
17523.3,51500.4
26569.8,120505
72898.9,120662
130501,158716
32627.3,59847.1
49162.6,101982
75755.2,52828.8
57501.2,30993.1
100657,73759
189850,166257
17322.9,49850
28967.1,60045.5
16195.2,119093
75227.1,104483
43765.5,67771.4
96408,90619.8
42295.6,105840
112522,126161
97009.5,124359
16397.3,21297.2
16897.2,24492.6
12194.8,88758.2
24459.3,99504
42317.7,84274.4
33691.5,103675
63426,75857.4
18122.5,67507.8
60745.4,92926.8
40001.2,126539
45784.4,46158.7
16262.6,51356.1
77247.3,41534
40546.2,114398
88518.3,117285
60796.1,57669.8
54580.4,50952.9
20523.2,97820.6
21027.1,96268.7
50432.7,70639.2
67033.1,128738
38623.1,37621.7
14713.4,29155.7
18043.9,66428.5
138901,141278
17501.8,36195
49561.6,53183.6
42877.6,62305.4
63907.6,77463.5
39533.1,78882.9
26622.3,26193.2
12004.6,59136.9
50747.6,100971
119931,180350
58092.7,131116
90323.7,88887.1
15624.6,81589.9
17284.6,17645.2
122374,83159.8
111139,179345
34327,142142
114980,132940
112241,114429
151226,172386
31278.1,111237
20369.1,37740.4
75435.3,95368.2
100917,75444.6
42329.8,39559.2
22048.2,31220.1
28186.9,50952.9
13108.2,79493.7
89176.4,172999
61491.2,59645.2
96567.2,104345
29180.5,67932.3
41693.6,70393.8
34042.7,80265.3
14068.7,89941.5
50927.1,89525.4
12384.5,55800.1
66211,68938.5
29071,33593.6
22600.4,115108
158023,165965
33827.1,108036
36718,21071.9
30226.9,21267.5
20705.3,48119.3
38067,45182.8
23467.3,22087.2
67119.1,79811.2
15182.5,38032.8
43655.3,85472.7
35842.4,50887.9
16741.3,78845.5
47476,71373.1
36548.2,97964.1
45826.2,91871.6
20578.2,61201.3
77102.2,175484
124441,129316
41297.1,68455.7
50820.5,34909
29464.5,34737.4
14356,83462.1
27940.3,70663.6
15710.1,91174.9
116334,77340
57114.3,90144.6
32319.6,18630.7
44002.7,53712.7
68969.5,48606.7
44961.8,83533.4
16098.5,33194.1
75998.2,35274.9
15777.1,29484.7
192529,192040
98477.2,101658
47474.7,30677.4
12231.1,44685.3
160159,194088
142343,127146
37080.7,81074.4
31162.3,43614.1
58231.8,73550.2
58869.9,55501
82066.6,116169
24497.5,26746.4
19865.1,21274.6
45021.8,133095
22819.3,39675.1
12231.2,104338
58225.2,41198.3
17410.1,25256.9
72822.4,117710
26756,67072.9
90686,156149
38278,31916.7
70962.8,170207
73102.1,38668.4
13866.2,42469.4
122252,127305
105412,151172
41636,51464.9
62922,139408
81299.5,103346
20530.6,33206.5
59170,50021.2
70222.6,118572
25337.7,38724.8
27728.6,106013
74673.2,39895.3
28345.8,20487.3
35833.6,106926
69240.5,100142
46616.4,97630.2
164989,176005
57520.2,73500
66264.8,117335
12604,53046.9
11167.9,29066.3
43204,65192
152558,153437
63071.3,104852
28297.5,69821.7
51295.8,25949.8
117610,146323
46947.6,37700.9
57234.1,63304.3
61561.7,62356.2
36253.8,32186.8
66240.9,166301
37654,59768.5
25901.5,50011.6
14907.2,76371.8
12806.3,77849.4
21446.5,126140
12428,28618.5
85173.2,66938.8
153763,100745
34366.1,143987
15240.5,68265
52053.4,178946
51571.8,66722.7
55007.7,35238.4
26549,55191.6
12185.5,29942
13963.1,40691.3
186871,181257
11170.3,46047.4
152754,181760
61222.1,56728.7
32653.5,159069
20238.2,44472.2
21707.1,27555.2
64394.7,56509.8
72925.4,171337
47284.3,101894
53206.5,33309
26481.1,70408.1
13952,23116.1
53918.1,182169
108719,129368
81845.3,165999
49376.1,62375.5
142874,131853
65645.9,88983.6
11091.4,88730.8
22126.4,61149.5
20540.6,44639.8
129516,150688
102187,150068
20713,34478.9
37342.8,26959.2
63395.9,72018.6
172983,153285
18899,74419.8
101056,91609.7
34935,85552.9
19333.8,70982
156033,117703
55744.5,136138
116348,94588.3
30398.7,28084.1
92469.5,54028.8
145470,123083
80060.5,76205.2
15187.5,35537
83930.1,49374.9
18970.5,32000.3
85192.6,81189.3
49076.4,88941.8
16125.2,27165.5
28343,134317
89058.6,108680
12924.7,40099.3
25662.4,17202.7
31180.6,17462.8
11727.8,64905.7
17472.3,57987.9
61951.4,128287
14920.4,59312
67440.8,98546.2
52234.3,91776.8
66503.9,109643
35476.7,24165.3
65092.1,33777.8
24760.9,65611.4
19941.7,53682.9
33525.4,74962
110811,146472
32650.2,18808.4
16019.2,51587.8
130605,137926
24465.2,33012.8
45318.9,77357.3
27914.3,40578.1
146655,75968.9
13307.8,34439.3
25732.5,68852
14076.3,47609.4
34420.7,19349.3
54168.4,90426.4
38167.8,97066.3
19743.4,19520
73654.3,130874
26110,59212.9
64154.6,112745
63340,47376.9
127588,139297
35050.7,31042.6
94299.5,142159
38867.4,70453.5
34572.2,26614.9
79553.6,100387
59118.2,89422.3
48872,97414.7
21927,48888.8
33233.8,53732.4
38346.7,72031
66829.3,160086
175246,94881.3
16604.5,47970.7
21888.7,48458.8
68303.4,137650
98507,105283
27323.6,151939
125686,123921
65514,46297.8
41998.7,44528.2
34602.8,28933.2
39040,93665.7
14617.2,24533.9
155169,106075
47239.4,43486.2
107356,163226
25550.3,61678.5
12256.6,55704.2
49040.3,57261.9
30005.4,41597.5
178493,166017
29411.6,76858.6
12696.7,43177.7
119571,143079
189659,197921
98217.5,174474
88227.1,144570
30146.4,49657.4
46728.4,60277.8
95426.8,103462
21358,90947
66073.5,83588.6
76567.4,66667.1
54910.5,54277.8
85558.7,74008.9
160163,142146
58503.9,116100
22339,43483.2
57642.8,106894
48185.5,135444
85925,62616.2
40106.7,99330.7
27849.4,17550
32750.4,99659
66426.8,118001
172660,180189
52783.2,77565.5
34461.1,134671
192537,199821
15756.8,61855.8
74245,71407.1
30445.5,22991.8
61453.4,45953.1
60251.2,49583.9
20044.5,47579.1
53699.1,64493.9
33185.3,34960
51349.4,64515.5
22198.7,107205
20638.8,41824.1
55514.3,134671
11007.3,25291.2
27823.9,130058
24403.7,79317.9
24117.7,60002.6
31361.9,160764
25247.2,35518.2
24747,76818.9
24738.4,54654.3
54945.9,52091.6
39851.3,46032.1
22657.2,47997.8
52812.2,86132.7
171489,181272
28825.5,37538.4
14754.1,57138.6
26776.5,54602.8
30624.8,48618
180694,134039
14515.7,88543.8
16494,44913.2
40418.7,129825
138742,153405
50400.4,138744
18896.9,65023.1
48846,50093.2
50674.7,88276.7
22742.5,41087.6
49087.9,135274
24412,89425.1
37382,68767.1
25705.1,55377.7
92896.2,126205
54571.9,101807
24209.8,96951
12705.3,33035.1
40461.6,94406.1
106516,106580
42612.3,28298.8
24871.9,72470.2
19049.2,103029
63888.5,154149
31129.7,77320
139635,173441
169344,173463
51309.9,81881.9
165165,103647
27578,48831
18545.8,33756.9
16760,32298.7
39205.6,59153.6
16795,69341.4
187046,197877
99041.2,106451
36760,47197
16927.6,81731.5
15988,49600.3
26098.9,38754.7
44575.6,54309.6
74120.4,76818.8
66446.3,128532
60076.8,33631.8
62382.9,89011.1
71634.4,122099
30065.3,138266
59032.1,51811.4
23421.9,94966.9
11823.6,94922.1
57755.2,48232.2
128148,62706.8
95324.6,168752
125870,120139
68124.6,56619.3
21496.9,81052.5
21709.7,25048.6
36134.1,55776.9
37944.7,53008.3
171871,94058.5
78728.1,96612.3
28826.5,64591.7
21040.5,18971.5
43325.8,83751.6
24182,26683.7
46579.8,83369.8
34302.3,80774.4
20943.1,46038.3
74880.9,152778
101496,129782
14804.2,63227.1
82589.7,179055
17876.3,29075.9
16857.7,89870.9
97854.1,180260
81301.8,113430
28601.3,113167
27753.6,47137.6
47467.9,54062.9
175409,150590
45532.2,21991.4
35235.8,49219.1
17849.9,53080
32453.3,39393.7
163871,141585
55247.1,108590
30480.5,60285.8
12636.2,79349.4
24932.1,40583.5
54632.8,65527.7
109349,126953
38889.6,129750
104386,135265
22464.6,78479.8
18763.3,135603
44392.8,67046.7
105945,154764
55776.2,46328.7
30593.7,138819
150440,180849
26304.1,35930.8
58585.1,42329.4
178695,163948
38100,28899.9
38039.3,100748
57815.2,187463
19271.9,107764
42620.5,81350
157252,114297
18225.8,40861.6
20878.1,76189.7
117890,142845
33555.6,65125.9
41329.7,114489
53535.4,124261
19352.9,22891.8
51657.6,158639
32967.1,38913.5
11407.7,39422.4
79252.9,89767
69548.2,104685
20816.2,94797.2
28410.3,82252.9
12920.5,55160.2
31331.6,37253.7
38901.7,100144
74809.8,120782
40455.6,111257
51832.7,66157.9
109354,104894
55868.4,49774.7
12969.9,98382.1
113908,92384.9
11733.3,83752.3
48007,74976.7
61336.9,57533.1
13463.3,82123.9
65302.9,32770.9
20737.3,145036
17387.5,37893.5
145448,124602
174011,186587
12492.9,29261.4
20368.4,58588.3
30256.7,108990
129457,80731.2
52061,63277.7
21073.8,44833.4
32385.6,97521.7
26045.8,17952.2
57371.7,92882.9
59999.9,110322
106409,158270
66144,69481.5
87052,96037.2
54483,104643
78753.2,107192
14027.2,39158.1
78108.4,140514
51709.3,83120.1
151679,161781
45180.1,61334.5
156679,176026
20196.7,65264.9
17621.5,39253.8
41627.6,114273
36608.7,102799
32458.9,23256.9
93211,67450.8
91708.7,57837.4
73839.3,161481
149191,177576
27567.7,73841.7
56802.9,68584.4
47755.7,50450.2
61153.4,90375.3
22426.2,67050.8
93364.2,129963
158920,168539
57804.7,84184.3
15028.9,20748.7
24696.2,41130.2
46105.8,95473.3
35604.2,33549.5
58700,158554
119879,106426
106338,109970
78186.4,54286.7
79914.7,159960
65209,107626
32170.3,57648.7
62712.8,66512.5
135637,120008
68025.1,40074.9
95161,126587
27013.2,39232.2
14392.4,54139.8
14266,44285.6
36766.1,141336
81352.7,105153
17089.3,86577.6
29265.6,33751.2
17842.3,22844.8
60116.7,59685.5
39668.7,51186
15577.8,65008.9
23462.9,59150.6
26940.7,84505.5
26292.6,55185.8
160650,178060
54955.5,160418
29451.6,44564.7
18543.3,30462.3
13778.7,22568.6
20255.8,17212.5
103796,83738
73134.2,49030.3
55353.8,103782
28377.4,120441
65917.8,63957.6
53838.8,93519
79365.6,137175
16402.3,44631.1
44837.5,123314
185774,148525
84880.2,43728.8
15734.7,73468.6
151038,107789
15667.2,61728.6
38761.4,75879
24837.6,49755.3
48044.6,76615.8
34242.4,48386.3
19902.4,93828.2
27803.3,81780.6
175605,187880
149081,199611
12175.1,79377.6
21073.8,72783.7
17927.6,59784.8
66877.9,31323.2
86328,89969.5
26090,25867.6
80058.9,98827.8
22372.3,23709.5
15526.2,71378.5
17058.3,52925
35038.3,68109.1
20603,25831.1
41337,93555.7
50331.6,72210.3
85774,150950
50786.8,72330.9
116425,125688
64889.3,86108.7
162284,134911
55187.9,38729.4
28031.5,125951
23332.5,115406
24167.9,95112.8
148421,186745
27654.4,40958.1
40657.4,84515.2
147575,140169
17289.2,21875.7
84116,135923
30400.5,46376.3
21783.9,93152.4
58701.4,27955.5
31720,104663
27931.8,58966.3
35963.3,66047.7
30272.9,74246.9
78512.9,83655.8
56038.5,64149.2
89944.9,103843
58951.6,32499.7
142193,156611
18453.9,33717.2
17220.8,72233.6
20995.5,66108.1
55394.3,37688.1
77060.7,65037.2
20647.4,96316.3
65754.9,84346.1
144401,182580
20694.2,33059
155543,127584
41556.5,74937.3
125377,160960
177163,139731
66826.7,162212
74757.4,94203.5
120158,125830
57785.4,83659.8
101659,156289
23817.3,47552
112165,180591
58965.7,73445.3
65964.5,60769.8
54754.6,74446.3
92615.2,134490
28433.9,97072.2
59810,28929
13639.3,80369.7
52204.4,141776
31420.8,20004.9
44744.8,52110.3
68701.5,128811
112146,193561
11814.9,39782.1
61628.5,122861
48520.2,124095
